,Tuition,UG,SAT_AVG_ALL,PCTPELL
829,24882.0,1701.0,1165.0,0.2262
830,14839.0,15950.0,1069.0,0.3356
831,17859.0,1310.0,965.0,0.2061
832,15298.0,1016.0,1007.0,0.432
833,18787.0,925.0,762.0,0.6703
834,22118.0,1930.0,966.0,0.4342
835,24131.0,1837.0,1237.0,0.1922
836,14101.0,10618.0,1028.0,0.3756
837,8425.0,639.0,1028.0,0.3489
838,27418.0,4019.0,1111.0,0.1739
839,11691.0,10619.0,981.0,0.4765
840,22732.0,830.0,856.0,0.9463
841,21444.0,828.0,962.0,0.2905
842,12141.0,11790.0,1010.0,0.3369
843,6783.0,3260.0,970.0,0.4472
844,14827.0,262.0,925.0,0.4912
845,8604.0,7186.0,988.0,0.4963
846,7784.0,1722.0,950.0,0.3391
847,18190.0,1752.0,1118.0,0.2835
848,11316.0,1183.0,890.0,0.2188
849,13894.0,16574.0,1118.0,0.2829
850,16703.0,1993.0,1042.0,0.379
851,27849.0,1949.0,1126.0,0.2004
852,16418.0,17771.0,1204.0,0.2302
853,22026.0,3132.0,1009.0,0.4381
854,13346.0,2640.0,830.0,0.4575
855,7314.0,1409.0,999.0,0.4325
856,8181.0,3393.0,970.0,0.4578
857,12445.0,126.0,978.0,0.5566
858,11514.0,4231.0,990.0,0.3572
859,25355.0,2874.0,1295.0,0.1376
860,19713.0,924.0,995.0,0.4248
861,15309.0,2545.0,951.0,0.4671
862,26298.0,1709.0,1089.0,0.3232
863,25278.0,1534.0,1061.0,0.2674
864,18668.0,441.0,992.0,0.5262
865,16176.0,2804.0,1047.0,0.3213
866,19020.0,13766.0,1112.0,0.3016
867,15769.0,14076.0,1119.0,0.251
868,29422.0,1096.0,1090.0,0.3255
869,14323.0,13625.0,1039.0,0.4134
870,32217.0,2512.0,1195.0,0.1998
871,23267.0,1366.0,1383.0,0.182
872,15392.0,4879.0,1029.0,0.3831
873,23289.0,696.0,1066.0,0.4045
874,29770.0,1749.0,1228.0,0.1985
875,16371.0,4201.0,946.0,0.4645
876,26795.0,1869.0,1054.0,0.2661
877,24270.0,1433.0,998.0,0.398
878,25755.0,1625.0,1104.0,0.3412
879,18546.0,6843.0,979.0,0.3268
880,28732.0,1358.0,1346.0,0.1613
881,36834.0,3443.0,1315.0,0.1091
882,18735.0,5003.0,922.0,0.3887
883,18207.0,1631.0,972.0,0.5019
884,34857.0,5224.0,1448.0,0.1298
885,18072.0,1519.0,968.0,0.4419
886,15864.0,579.0,759.0,0.593
887,23701.0,936.0,966.0,0.4497
888,17936.0,2847.0,934.0,0.3883
889,27084.0,1785.0,994.0,0.2828
890,37747.0,10582.0,1214.0,0.2112
891,27412.0,5499.0,1138.0,0.197
892,18450.0,4732.0,945.0,0.3455
893,23294.0,2039.0,1026.0,0.4067
894,15309.0,6552.0,950.0,0.4774
895,27651.0,1825.0,1125.0,0.1952
896,21484.0,2470.0,1035.0,0.2646
897,18905.0,1991.0,1058.0,0.4474
898,24490.0,1641.0,924.0,0.3757
899,23336.0,1135.0,1433.0,0.1633
900,14743.0,1794.0,915.0,0.3542
901,33739.0,2231.0,975.0,0.2348
902,18221.0,3925.0,955.0,0.3702
903,19629.0,1220.0,906.0,0.5127
904,19510.0,7033.0,951.0,0.3412
905,19732.0,1627.0,939.0,0.3241
906,25926.0,1984.0,990.0,0.3836
907,32047.0,2279.0,1294.0,0.0983
908,20979.0,675.0,1003.0,0.5068
909,33300.0,4685.0,1338.0,0.1478
910,14620.0,1322.0,833.0,0.6318
911,16809.0,1923.0,948.0,0.411
912,17819.0,1396.0,1034.0,0.3274
913,18048.0,2891.0,955.0,0.4318
914,22542.0,1609.0,1025.0,0.36
915,25822.0,2797.0,1129.0,0.1965
916,19140.0,6497.0,1001.0,0.3408
917,26931.0,1640.0,1069.0,0.273
918,27898.0,1723.0,1006.0,0.3019
919,20825.0,1297.0,934.0,0.3935
920,23847.0,1474.0,905.0,0.3993
921,24392.0,3606.0,1094.0,0.3037
922,14718.0,871.0,1094.0,0.3368
923,13447.0,1032.0,1094.0,0.4879
924,16101.0,831.0,1094.0,0.3451
925,14650.0,1539.0,1094.0,0.4707
926,14208.0,665.0,1094.0,0.3734
927,23969.0,3749.0,1094.0,0.321
928,16595.0,759.0,1094.0,0.3889
929,22833.0,2186.0,1094.0,0.3564
930,21404.0,1865.0,1094.0,0.3224
931,14631.0,1678.0,1094.0,0.3595
932,14666.0,1005.0,1094.0,0.4293
933,14323.0,1127.0,1094.0,0.417
934,19096.0,1372.0,1094.0,0.4671
935,29226.0,34406.0,1094.0,0.1609
936,16125.0,901.0,1094.0,0.4768
937,20948.0,1176.0,1094.0,0.3574
938,13464.0,3048.0,1094.0,0.4082
939,15424.0,1096.0,1094.0,0.495
940,14761.0,1743.0,1094.0,0.3108
941,25225.0,11686.0,1457.0,0.1392
942,27368.0,2809.0,1083.0,0.324
943,33861.0,1893.0,1045.0,0.305
944,17975.0,941.0,976.0,0.433
945,31572.0,577.0,1145.0,0.2003
946,17116.0,1204.0,1201.0,0.4229
947,17737.0,1587.0,1201.0,0.3752
948,19144.0,3031.0,1201.0,0.3001
949,27917.0,17424.0,1201.0,0.1665
950,21971.0,2531.0,995.0,0.4085
951,24305.0,3714.0,1051.0,0.2927
952,20565.0,893.0,884.0,0.4957
953,25784.0,1412.0,1060.0,0.2818
954,19521.0,1206.0,1059.0,0.2903
955,32288.0,3970.0,1134.0,0.1848
956,20449.0,5990.0,979.0,0.3129
957,18493.0,6294.0,999.0,0.3225
958,21858.0,1428.0,1431.0,0.1537
959,22870.0,994.0,923.0,0.4088
960,23673.0,618.0,945.0,0.4412
961,36563.0,7083.0,1326.0,0.1145
962,16851.0,1379.0,1019.0,0.3405
963,22250.0,10324.0,1072.0,0.254
964,20615.0,1470.0,1028.0,0.3227
965,26937.0,3355.0,1032.0,0.2549
966,22975.0,1762.0,1053.0,0.3597
967,18849.0,764.0,941.0,0.3544
968,21267.0,5073.0,1054.0,0.2608
969,27496.0,6029.0,1457.0,0.1599
970,9613.0,6917.0,913.0,0.4298
971,19177.0,10647.0,1077.0,0.2686
972,43582.0,1829.0,1273.0,0.1624
973,20191.0,1398.0,1078.0,0.3085
974,17241.0,2315.0,1030.0,0.4938
975,17826.0,9750.0,1141.0,0.2264
976,17454.0,1995.0,1073.0,0.2559
977,21426.0,1130.0,815.0,0.7515
978,15885.0,14066.0,1275.0,0.1834
979,16868.0,1002.0,960.0,0.5459
980,18833.0,644.0,1045.0,0.4732
981,17921.0,1206.0,971.0,0.5277
982,17304.0,623.0,1040.0,0.4396
983,17802.0,502.0,993.0,0.4257
984,11915.0,2793.0,927.0,0.5684
985,13101.0,2436.0,922.0,0.4873
986,22378.0,1967.0,902.0,0.5308
987,20053.0,724.0,958.0,0.4977
988,22308.0,1279.0,1116.0,0.3875
989,18963.0,1148.0,1082.0,0.2391
990,13538.0,3148.0,976.0,0.4085
991,14466.0,1175.0,927.0,0.4359
992,18555.0,15266.0,1199.0,0.2248
993,14955.0,4405.0,1009.0,0.377
994,19136.0,3639.0,760.0,0.7453
995,14190.0,3585.0,950.0,0.4801
996,15760.0,4649.0,1044.0,0.4059
997,22964.0,1087.0,1170.0,0.1888
998,19052.0,1728.0,1164.0,0.1981
999,14953.0,3549.0,988.0,0.3114
1000,14690.0,1631.0,1047.0,0.2504
1001,19203.0,676.0,982.0,0.3075
1002,20084.0,1044.0,1030.0,0.2103
1003,14738.0,2861.0,1024.0,0.2036
1004,21772.0,468.0,925.0,0.4554
1005,18131.0,1995.0,1200.0,0.2655
1006,21762.0,7448.0,1068.0,0.2463
1007,20345.0,1070.0,1046.0,0.3186
1008,16396.0,5147.0,1049.0,0.2628
1009,11984.0,6658.0,1011.0,0.5252
1010,9374.0,432.0,1148.0,0.5205
1011,32568.0,2507.0,1158.0,0.1782
1012,17859.0,776.0,928.0,0.5359
1013,15339.0,613.0,1016.0,0.3519
1014,15792.0,1994.0,1039.0,0.4024
1015,8065.0,1724.0,1105.0,0.4228
1016,17596.0,935.0,989.0,0.3317
1017,24560.0,2264.0,1176.0,0.2456
1018,15245.0,9125.0,1068.0,0.4235
1019,15975.0,853.0,937.0,0.5726
1020,17361.0,1438.0,1101.0,0.3174
1021,10304.0,379.0,947.0,0.5079
1022,15200.0,541.0,1009.0,0.5006
1023,19013.0,600.0,1005.0,0.48
1024,13637.0,702.0,758.0,0.9247
1025,9114.0,979.0,760.0,0.8151
1026,19246.0,3236.0,1088.0,0.3618
1027,12454.0,886.0,1055.0,0.4932
1028,16138.0,982.0,1052.0,0.4584
1029,13353.0,15296.0,1029.0,0.4741
1030,11381.0,17247.0,1031.0,0.4421
1031,27322.0,1536.0,1306.0,0.1374
1032,12326.0,795.0,1019.0,0.5151
1033,13378.0,6993.0,1087.0,0.3534
1034,18138.0,20009.0,1214.0,0.2942
1035,7732.0,5472.0,1050.0,0.4872
1036,13962.0,6876.0,1102.0,0.3424
1037,15898.0,1021.0,1026.0,0.3309
1038,18503.0,1377.0,960.0,0.5739
1039,24569.0,1948.0,1163.0,0.2727
1040,18144.0,5935.0,1498.0,0.1395
1041,23507.0,4231.0,1092.0,0.263
1042,14244.0,5773.0,970.0,0.4018
1043,22565.0,1196.0,1165.0,0.2723
1044,32657.0,11806.0,1239.0,0.1983
1045,20208.0,774.0,998.0,0.3957
1046,14361.0,5329.0,963.0,0.4031
1047,24645.0,3190.0,1055.0,0.2898
1048,20333.0,255.0,831.0,0.6214
1049,25366.0,1200.0,1217.0,0.2125
1050,20590.0,1402.0,982.0,0.4647
1051,8372.0,793.0,995.0,0.4871
1052,9327.0,4362.0,980.0,0.5065
1053,20215.0,1910.0,1030.0,0.3387
1054,20057.0,1967.0,1060.0,0.4733
1055,13185.0,3946.0,1025.0,0.4057
1056,7465.0,8932.0,894.0,0.4743
1057,14134.0,24350.0,1154.0,0.3838
1058,18061.0,1480.0,965.0,0.4371
1059,17545.0,602.0,786.0,0.6595
1060,20821.0,3003.0,963.0,0.3946
1061,13018.0,10713.0,974.0,0.4294
1062,9087.0,2263.0,905.0,0.5662
1063,21098.0,2708.0,1158.0,0.3333
1064,21152.0,1511.0,1018.0,0.3537
1065,23676.0,2401.0,1047.0,0.4129
1066,20989.0,1344.0,887.0,0.4786
1067,9516.0,5151.0,1002.0,0.389
1068,12784.0,21059.0,1093.0,0.3644
1069,32666.0,1014.0,1026.0,0.554
1070,16493.0,2233.0,920.0,0.5812
1071,4250.0,11186.0,924.0,0.642
1072,17948.0,674.0,772.0,0.9963
1073,11029.0,5285.0,857.0,0.6604
1074,21024.0,2692.0,1482.0,0.1546
1075,20034.0,3105.0,1135.0,0.3477
1076,20348.0,1904.0,1103.0,0.3296
1077,12887.0,10855.0,997.0,0.4306
1078,19962.0,751.0,997.0,0.4435
1079,17691.0,2618.0,1038.0,0.4983
1080,32580.0,5662.0,1330.0,0.1516
1081,24819.0,1666.0,949.0,0.5432
1082,22573.0,1309.0,1168.0,0.2653
1083,15473.0,10246.0,1001.0,0.4165
1084,14676.0,19412.0,1038.0,0.35
1085,19125.0,1156.0,904.0,0.5282
1086,13042.0,1990.0,842.0,0.5847
1087,15364.0,6222.0,959.0,0.398
1088,12602.0,4822.0,937.0,0.5357
1089,13426.0,36229.0,1212.0,0.2173
1090,14059.0,15449.0,1038.0,0.3748
1091,17742.0,38162.0,1297.0,0.2476
1092,12940.0,6560.0,1265.0,0.3548
1093,6638.0,12955.0,933.0,0.5878
1094,15162.0,2602.0,1059.0,0.3618
1095,32005.0,6675.0,1220.0,0.1278
1096,18425.0,1460.0,1006.0,0.3959
1097,5823.0,1642.0,965.0,0.2313
1098,11843.0,16026.0,1043.0,0.4397
1099,19221.0,5124.0,817.0,0.6398
1100,16804.0,20518.0,1134.0,0.2808
1101,24775.0,2015.0,1003.0,0.4262
1102,9105.0,4476.0,941.0,0.4544
1103,24581.0,2356.0,1294.0,0.1687
1104,15438.0,4634.0,911.0,0.3548
1105,12771.0,5623.0,971.0,0.3925
1106,12597.0,29688.0,1290.0,0.3716
1107,9764.0,2353.0,1098.0,0.24
1108,14434.0,5729.0,1078.0,0.3827
1109,11559.0,17903.0,1084.0,0.3679
1110,13969.0,19718.0,1130.0,0.2988
1111,22078.0,1878.0,1124.0,0.2387
1112,16679.0,1480.0,959.0,0.3592
1113,33674.0,2530.0,1156.0,0.2254
1114,14852.0,1361.0,975.0,0.5028
1115,14810.0,1188.0,937.0,0.3908
1116,23303.0,2292.0,1383.0,0.1334
1117,19866.0,455.0,894.0,0.5538
1118,17414.0,8618.0,1211.0,0.1743
1119,20054.0,1707.0,913.0,0.5164
1120,19778.0,820.0,923.0,0.4946
1121,19722.0,1223.0,1034.0,0.2717
1122,18300.0,5585.0,1353.0,0.1105
1123,17986.0,13.0,1051.0,0.4716
1124,22618.0,5101.0,1155.0,0.1523
1125,20166.0,975.0,980.0,0.3854
1126,21344.0,1086.0,1009.0,0.3297
1127,17798.0,914.0,881.0,0.5706
1128,19245.0,15185.0,1153.0,0.2658
1129,27154.0,976.0,1112.0,0.1982
1130,28272.0,4891.0,1020.0,0.3857
1131,17408.0,806.0,1124.0,0.4597
1132,19669.0,14280.0,1134.0,0.1463
1133,23815.0,5403.0,1070.0,0.4988
1134,19650.0,3387.0,985.0,0.2315
1135,21592.0,1748.0,1014.0,0.3267
1136,18653.0,1388.0,1009.0,0.5791
1137,20186.0,4103.0,1110.0,0.167
1138,25146.0,2004.0,999.0,0.2708
1139,13258.0,5890.0,808.0,0.6296
1140,15935.0,12786.0,1020.0,0.3653
1141,25266.0,1171.0,1098.0,0.2389
1142,24215.0,741.0,1014.0,0.2904
1143,23329.0,3652.0,1337.0,0.1817
1144,27985.0,1677.0,1092.0,0.2546
1145,27779.0,1339.0,1005.0,0.2542
1146,24606.0,749.0,1098.0,0.2836
1147,9062.0,1447.0,942.0,0.4023
1148,20172.0,21428.0,1210.0,0.172
1149,21741.0,16505.0,1097.0,0.2857
1150,19430.0,13712.0,1364.0,0.1265
1151,17687.0,1300.0,1139.0,0.1406
1152,13617.0,3473.0,857.0,0.7212
1153,19160.0,1241.0,772.0,0.7385
1154,24141.0,1421.0,982.0,0.4031
1155,24472.0,1705.0,1395.0,0.0952
1156,15170.0,7603.0,978.0,0.3511
1157,13145.0,7567.0,970.0,0.3747
1158,12633.0,3901.0,1067.0,0.4536
1159,32083.0,3019.0,1205.0,0.1677
1160,19226.0,1039.0,996.0,0.3796
1161,24797.0,3247.0,1117.0,0.3226
1162,21355.0,1100.0,1047.0,0.3372
1163,25995.0,2692.0,1145.0,0.2993
1164,34164.0,3303.0,1192.0,0.2037
1165,23198.0,1580.0,1062.0,0.3031
1166,17878.0,4224.0,1039.0,0.3426
1167,12947.0,25987.0,1223.0,0.2379
1168,15957.0,11564.0,1114.0,0.2586
1169,36433.0,1424.0,1314.0,0.1008
1170,17781.0,693.0,980.0,0.4778
1171,14116.0,302.0,1012.0,0.4102
1172,17927.0,750.0,907.0,0.4773
1173,8348.0,2648.0,934.0,0.5656
1174,18621.0,1035.0,994.0,0.382
1175,7808.0,3048.0,994.0,0.4971
1176,20067.0,668.0,928.0,0.4102
1177,8550.0,6496.0,962.0,0.5028
1178,16061.0,2126.0,913.0,0.364
1179,9508.0,11621.0,1028.0,0.4354
1180,8744.0,1109.0,1073.0,0.5357
1181,10179.0,4703.0,995.0,0.3329
1182,7490.0,4824.0,927.0,0.4434
1183,12222.0,2606.0,984.0,0.387
1184,18575.0,1581.0,1015.0,0.3489
1185,11206.0,15463.0,1073.0,0.2559
1186,19113.0,1264.0,1032.0,0.2452
1187,16794.0,1808.0,910.0,0.5966
1188,18979.0,3124.0,1028.0,0.4224
1189,22946.0,2681.0,1087.0,0.2614
1190,35473.0,2147.0,1145.0,0.2825
1191,23730.0,3852.0,1052.0,0.321
1192,22841.0,1520.0,1050.0,0.3566
1193,20646.0,3390.0,907.0,0.2862
1194,20239.0,1653.0,950.0,0.4097
1195,31093.0,7496.0,1219.0,0.1579
1196,21771.0,2279.0,1248.0,0.265
1197,16104.0,1089.0,902.0,0.5274
1198,18746.0,773.0,1118.0,0.3818
1199,17824.0,862.0,1105.0,0.3821
1200,22907.0,2032.0,1125.0,0.2221
1201,17987.0,1686.0,1090.0,0.322
1202,14107.0,9460.0,1050.0,0.2943
1203,15403.0,10165.0,1110.0,0.2615
1204,14102.0,5349.0,1070.0,0.2973
1205,15292.0,8465.0,1130.0,0.22
1206,19263.0,634.0,1101.0,0.3147
1207,14807.0,9105.0,1030.0,0.2472
1208,10896.0,4736.0,970.0,0.4311
1209,15648.0,7240.0,1030.0,0.2925
1210,12623.0,2505.0,990.0,0.4181
1211,19378.0,29697.0,1300.0,0.1446
1212,16746.0,19246.0,1050.0,0.3685
1213,15419.0,5302.0,1090.0,0.2776
1214,14402.0,5482.0,1050.0,0.3009
1215,13621.0,8287.0,1050.0,0.3416
1216,11813.0,8550.0,1122.0,0.2315
1217,1924.0,3218.0,1023.0,0.7872
1218,7087.0,4198.0,1002.0,0.7195
1219,7105.0,3972.0,1105.0,0.4532
1220,3171.0,17910.0,1162.0,0.5883
1221,12220.0,1275.0,807.0,0.5464
1222,13857.0,7886.0,1479.0,0.1573
1223,13516.0,32669.0,1231.0,0.189
1224,23206.0,194.0,1032.0,0.2796
1225,10547.0,5005.0,955.0,0.4737
1226,11331.0,1298.0,1223.0,0.3501
1227,9662.0,1406.0,1223.0,0.4896
1228,29631.0,298.0,1003.0,0.4079
1229,9812.0,3785.0,1143.0,0.4904
1230,23121.0,96.0,1089.0,0.3927
1231,23888.0,47.0,1030.0,0.5665
1232,11826.0,1529.0,1143.0,0.3829
1233,16108.0,2977.0,1081.0,0.3316
1234,8258.0,1826.0,1233.0,0.3826
1235,9179.0,607.0,1233.0,0.2849
1236,7358.0,997.0,1233.0,0.3455
